date,price
1521158400000,8220.46602816
1521244800000,8275.00000012
1521331200000,7856.69999999
1521417600000,8199.99999999
1521504000000,8601.0
1521590400000,8890.0
1521676800000,8894.99999989
1521763200000,8725.0
1521849600000,8900.0
1521936000000,8537.53901
1522022400000,8464.0
1522108800000,8155.432117
1522195200000,7771.05990024
1522281600000,7950.0
1522368000000,7084.0
1522454400000,6850.5
1522540800000,6911.00000004
1522627200000,6796.50000001
1522713600000,7050.0
1522800000000,7400.00000005
1522886400000,6803.46103325
1522972800000,6780.87391003
1523059200000,6600.427
1523145600000,6880.0
1523232000000,7023.0
1523318400000,6769.001
1523404800000,6840.0
1523491200000,6948.29368937
1523577600000,7914.9999
1523664000000,7860.40246199
1523750400000,8004.99
1523836800000,8359.16
1523923200000,8063.0
1524009600000,7897.8605212
1524096000000,8177.99999999
1524182400000,8284.98
1524268800000,8851.0
1524355200000,8887.725
1524441600000,8805.00000001
1524528000000,8934.99999999
1524614400000,9650.87047135
1524700800000,8865.0
1524787200000,9284.99999997
1524873600000,8940.0
1524960000000,9351.00000005
1525046400000,9400.00000002
1525132800000,9254.0
1525219200000,9082.50414318
1525305600000,9231.99999995
1525392000000,9754.0
1525478400000,9711.00000001
1525564800000,9851.12
1525651200000,9639.05000008
1525737600000,9364.0
1525824000000,9199.99
1525910400000,9326.1
1525996800000,9000.21000004
1526083200000,8435.85599992
1526169600000,8472.80000001
1526256000000,8672.4638988
1526342400000,8677.00000001
1526428800000,8480.74
1526515200000,8330.0
1526601600000,8020.39560469
1526688000000,8187.40000042
1526774400000,8190.0
1526860800000,8521.0
1526947200000,8370.3
1527033600000,7978.0
1527120000000,7511.2
1527206400000,7588.0
1527292800000,7471.94649
1527379200000,7337.01099999
1527465600000,7375.37
1527552000000,7083.0
1527638400000,7457.0
1527724800000,7416.99999805
1527811200000,7500.0
1527897600000,7534.01
1527984000000,7651.56792074
1528070400000,7692.30000001
1528156800000,7508.86
1528243200000,7611.84
1528329600000,7648.0
1528416000000,7679.35
1528502400000,7635.99599999
1528588800000,7485.00000001
1528675200000,6763.79
1528761600000,6887.0
1528848000000,6547.41
1528934400000,6294.01922328
1529020800000,6630.0
1529107200000,6380.0
1529193600000,6490.0
1529280000000,6417.00000001
1529366400000,6693.0
1529452800000,6734.695
1529539200000,6765.39
1529625600000,6706.91
1529712000000,6050.0
1529798400000,6174.98293999
1529884800000,6152.0
1529971200000,6233.96999895
1530057600000,6055.0
1530144000000,6129.7
1530230400000,5867.13
1530316800000,6200.0
1530403200000,6413.26
1530489600000,6369.3
1530576000000,6601.26
1530662400000,6527.33579988
1530748800000,6598.33
1530835200000,6525.67
1530921600000,6624.0
1531008000000,6775.53342153
1531094400000,6700.00000005
1531180800000,6678.13
1531267200000,6322.87999985
1531353600000,6368.99
1531440000000,6237.28533853
1531526400000,6210.0
1531612800000,6268.89
1531699200000,6360.0
1531785600000,6718.01
